added_at_playlist,uri,name,popularity,duration_ms,is_explicit,album_name,album_release_date
2018-04-11T16:33:10Z,spotify:track:6vtrpjNZpUiyj1KsoWxc1Y,Café de Flore - Charles Webster's latin lovers mix,45,335772,False,Hôtel Costes 4,2001-09-20
2018-04-11T15:40:19Z,spotify:track:2WuzAwiZzest2eONspeXMA,Just,54,372555,False,Just EP,2015-06-22
2018-04-04T16:59:05Z,spotify:track:4gaWbVsdmvsNHktWWg9qcq,No. 13 Dance of the Knights,47,342813,False,"I don't like classical music, but I really like this!",2008
2018-04-03T20:38:49Z,spotify:track:6BA5HXZRBg1qhJ2b4Gi93Q,Lady Blue,58,329666,False,Canciones 96-06,2006-02-27
2018-04-01T02:00:10Z,spotify:track:3XDeeP9wBZzGhIPZmLfEEx,Karma Chameleon,60,252760,False,Colour By Numbers,1983-10-01
2018-03-31T16:54:20Z,spotify:track:7B6ZK1XnaLeCKwlS1TUAMA,Jazz Suite No.2: 6. Waltz II,0,225760,False,Shostakovich: The Jazz Album,1993-01-01
2018-03-29T16:26:39Z,spotify:track:7iEl7EZ8pedmV0TP8ueh5o,Una furtiva lagrima,37,348000,False,Great Opera Arias,2004-08-10
2018-03-29T16:16:07Z,spotify:track:0oLMIre63tcQw3y2dudA3C,"Pagliacci / Act 1: ""Vesti la giubba""",0,190693,False,Leoncavallo: I Pagliacci,1992-07-01
2018-03-29T16:11:03Z,spotify:track:2nUjLUECYcjhRyz89fPCCD,"Walhall aus dem Ring des Nibelungen, S. 449",30,298560,False,Liszt: On Wings of Song - Piano Transcriptions,2015-09-04
2018-03-28T13:09:53Z,spotify:track:18YLyvGlQnR6zc26AtBswP,"Pagliacci / Act 1: ""Recitar!""",0,44466,False,Leoncavallo: I Pagliacci,1992-07-01
2018-03-28T12:29:33Z,spotify:track:1JcK6hdFLKddUVlm0JQeWj,Close To Me,55,203266,False,The Head On The Door,1985-08-26
2018-03-27T19:31:58Z,spotify:track:6cGLvuTCzd9CFYNJUVHTcH,Fever,39,212869,False,Fever,2015
2018-03-27T19:18:30Z,spotify:track:7MiYNyj5si5yiWyeSkgzqB,Joda - Worakls Remix,52,338086,False,"Hungry Music Remix, Vol. 1",2016-03-11
2018-03-27T19:04:59Z,spotify:track:6T5hiZikP7CNI2uXdWYlCg,Millenium,54,421935,False,Eternity,2016-12-09
2018-03-27T18:27:25Z,spotify:track:2eziSTUNiZ0N4fnsFdxjhK,Kenia,35,474096,False,Kenia,2014-08-22
