username,uri,name,popularity,duration_ms,is_explicit,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Lina,spotify:track:0RWpk45QZEh3l3LcM6TL7q,사랑합니다...,7,228946,False,영민,2003-03-01,0.38299999999999995,0.504,2,-5.611000000000001,1,0.0368,0.6759999999999999,0.0,0.10099999999999999,0.187,133.838
Lina,spotify:track:1bSpwPhAxZwlR2enJJsv7U,No Surprises,31,229120,False,OK Computer,1997-05-28,0.255,0.39299999999999996,5,-10.654000000000002,1,0.0278,0.0577,0.00361,0.113,0.11800000000000001,76.426
Lina,spotify:track:2MZSXhq4XDJWu6coGoXX1V,Avril 14th,66,125520,False,Drukqs,2001-10-22,0.5579999999999999,0.0259,8,-30.016,1,0.0458,0.996,0.871,0.0969,0.37,157.811
Lina,spotify:track:0COiZ7ncho2yi4HotbzgPv,Motion Picture Soundtrack,15,200482,False,Kid A,2000-10-01,0.134,0.129,7,-16.128,1,0.0341,0.9209999999999999,0.6970000000000001,0.13,0.0435,93.66799999999999
Lina,spotify:track:633uP66CxkLqwIWmgUZrl2,Two Words,45,232160,False,Inspired,2008-07-28,0.341,0.263,4,-11.229000000000001,1,0.0358,0.9670000000000001,0.0166,0.156,0.40299999999999997,128.85399999999998
Lina,spotify:track:4SFBV7SRNG2e2kyL1F6kjU,"The Well-Tempered Clavier: Book 1, BWV 846-869: 1. Prelude in C Major, BWV 846",67,139306,False,Piano Book (Deluxe Edition),2019-03-29,0.221,0.126,0,-25.427,1,0.0447,0.9890000000000001,0.897,0.102,0.21600000000000003,133.63
Lina,spotify:track:0KOE1hat4SIer491XKk4Pa,A Change Is Gonna Come,70,191160,False,Ain't That Good News,1964-03-01,0.212,0.38299999999999995,10,-10.071,1,0.0347,0.723,0.0,0.299,0.452,173.79
Lina,spotify:track:36AlMHDBFwSsD3FQOy1R81,Try a Little Tenderness,65,201733,False,Complete & Unbelievable: The Otis Redding Dictionary of Soul,1966-10-15,0.5870000000000001,0.133,9,-15.151,0,0.0565,0.18600000000000003,2.26e-05,0.258,0.068,102.93799999999999
Lina,spotify:track:1aj4GXfmEYXfdVZohCpNKu,Stand by Me,71,172333,False,Pain in My Heart,1964,0.883,0.46399999999999997,10,-11.251,1,0.0591,0.27899999999999997,1.51e-05,0.0744,0.925,111.54799999999999
Lina,spotify:track:3zBhihYUHBmGd2bcQIobrF,(Sittin' On) the Dock of the Bay,76,163755,False,The Dock of the Bay (Mono),1968,0.769,0.36700000000000005,2,-11.225999999999999,1,0.0312,0.684,1.62e-05,0.081,0.535,103.62100000000001
Lina,spotify:track:4EUlszQIxlPwiHJ6e6j6Gy,Never Knew Love Like This Before,61,325173,False,The Best Of Stephanie Mills,1995-01-01,0.7390000000000001,0.5660000000000001,11,-13.534,1,0.0335,0.384,3.1e-06,0.0735,0.7390000000000001,114.045
Lina,spotify:track:4a6q8CR2hzLk2plDkSxkfD,I.F.L.Y.,80,165714,True,Soul Searching,2019-08-09,0.812,0.519,2,-4.823,1,0.0385,0.379,0.0,0.13,0.5539999999999999,104.954
Lina,spotify:track:1OQEF0LsL7KMQmBZSiUcdE,End Summer,57,270837,False,Mt. Bachelor,2020-03-26,0.34,0.7240000000000001,6,-8.572000000000001,0,0.41600000000000004,0.38799999999999996,0.000371,0.139,0.365,191.604
Lina,spotify:track:11ohYWiNcQLwMRrOo88ikv,AY AY AY,52,145973,False,AY AY AY,2020-01-22,0.84,0.9309999999999999,5,-2.108,0,0.057999999999999996,0.0378,2.95e-06,0.306,0.9670000000000001,95.00200000000001
Lina,spotify:track:5oBMyeX0QVZmRNeNyCb1YO,At Night - Kid Crème Funksta Mix,6,485533,False,Legends of House - Two Decades of House Music History,2018-03-16,0.727,0.955,8,-8.28,1,0.0627,0.00351,0.887,0.15,0.7440000000000001,124.98700000000001
Lina,spotify:track:1bk1e97WRD93cTjt47VFdz,Why I Still Love You,31,169053,True,Why I Still Love You,2020-01-17,0.912,0.505,8,-6.9879999999999995,1,0.193,0.0642,0.0,0.337,0.745,102.01
Lina,spotify:track:0UaMYEvWZi0ZqiDOoHU3YI,Lose Control (feat. Ciara & Fat Man Scoop),68,226863,True,The Cookbook,2005-07-04,0.904,0.813,4,-7.105,0,0.121,0.0311,0.0069700000000000005,0.0471,0.81,125.461
Lina,spotify:track:3jagJCUbdqhDSPuxP8cAqF,Work It,72,263226,True,Under Construction,2002-11-11,0.884,0.677,1,-5.603,1,0.28300000000000003,0.0778,0.0,0.0732,0.584,101.868
Lina,spotify:track:6zsk6uF3MxfIeHPlubKBvR,Get Ur Freak On,71,211120,True,Miss E... So Addictive,2001-05-14,0.797,0.75,0,-9.369,1,0.247,0.5329999999999999,0.10800000000000001,0.095,0.74,177.87
Lina,spotify:track:6nBQFAIVFmAx2oZ8p6lUg6,Tempo (feat. Missy Elliott),71,175342,True,Cuz I Love You,2019-04-19,0.833,0.722,1,-5.563,1,0.136,0.0573,1.1400000000000001e-05,0.358,0.588,107.01899999999999
Lina,spotify:track:6CbcdeTQKj0qTaZTt0xkdk,Happy,64,262226,True,Ashanti,2002-01-01,0.727,0.515,2,-6.553,0,0.0289,0.24100000000000002,3.74e-06,0.124,0.695,89.488
Lina,spotify:track:6pWzCKTrKrwbUPzY8RLCoP,Rock Wit U (Awww Baby),67,209120,False,Chapter II,2003-01-01,0.71,0.797,4,-3.0060000000000002,0,0.0582,0.408,0.0,0.16,0.8490000000000001,94.99799999999999
Lina,spotify:track:6zMUIb4uce1CzpbjR3vMdN,Foolish,73,227386,True,Ashanti,2002-01-01,0.665,0.695,0,-5.763,1,0.0532,0.34700000000000003,0.0,0.106,0.7070000000000001,90.119
Lina,spotify:track:0nMy2qZ3UXvV1WCosahGTW,Into You,52,274386,True,Mr Loverman,2018-06-27,0.722,0.5670000000000001,7,-8.227,0,0.0294,0.198,0.0,0.0743,0.634,91.911
Lina,spotify:track:6tDxrq4FxEL2q15y37tXT9,Dear Mama,74,280000,True,Me Against The World,1995-03-14,0.773,0.54,6,-7.122999999999999,1,0.10300000000000001,0.371,0.0,0.131,0.322,84.115
Lina,spotify:track:6uRH1qMz30ZBwwUG0IYE5s,Dance With Me,62,231800,False,Part III,2001,0.912,0.511,9,-6.365,1,0.203,0.0259,0.0,0.0442,0.611,101.62799999999999
Lina,spotify:track:2qPx2QWd7vp8XxgeD9Wn5W,Player's Anthem,46,322226,False,Conspiracy,1995-08-15,0.7879999999999999,0.626,0,-8.582,1,0.354,0.262,0.0,0.0791,0.74,87.96
Lina,spotify:track:6KoaqyDrVtZmlWET7Nf9Ez,No Diggity,43,272510,False,No Diggity (Cooler Than Now Remix),1996,0.8540000000000001,0.524,6,-5.421,0,0.209,0.34600000000000003,0.0,0.0684,0.792,92.587
Lina,spotify:track:4AE7Lj39VnSZNOmGH2iZaq,Do For Love,74,281600,True,R U Still Down? [Remember Me],1997-01-01,0.8740000000000001,0.63,1,-3.585,1,0.298,0.0578,0.00479,0.0582,0.7170000000000001,95.0
Lina,spotify:track:7MQywXGHEev7JmwwIzMcao,Love Like This,67,275706,False,Keep the Faith,1998,0.767,0.551,0,-7.327999999999999,1,0.0616,0.00364,0.0,0.0451,0.7959999999999999,100.904
Lina,spotify:track:0GCr34G7GoGu5eo0VXHoQb,Lips - Edu Imbernon Remix,2,435967,False,Lips (Edu Imbernon Remix),2017-12-01,0.767,0.6409999999999999,6,-8.333,0,0.0791,0.00162,0.76,0.111,0.0376,115.991
Lina,spotify:track:1qbXrxctv75pm1lWCn6Zw3,Walking (feat. Swae Lee & Major Lazer),63,167080,True,Head In The Clouds II,2019-10-11,0.701,0.6629999999999999,6,-7.227,1,0.20199999999999999,0.0123,1.04e-05,0.131,0.33399999999999996,100.001
Lina,spotify:track:1WwdJXBxpYiCx16tFaJSuc,Drifting,14,230211,False,Drifting,2018-06-13,0.851,0.498,6,-4.615,0,0.0628,0.39899999999999997,0.0,0.107,0.537,142.075
Lina,spotify:track:3eNSdI9oriVPpuqkpO4h31,These Eyes,50,225400,False,The Best Of The Guess Who,1971,0.545,0.35,7,-13.155,1,0.0264,0.541,2.18e-05,0.122,0.736,96.23899999999999
Lina,spotify:track:73cn6vDBBOS74HXf27l9t4,Parallel Jalebi,46,233882,False,Beautiful Rewind,2013-10-04,0.653,0.7,11,-15.138,0,0.038,0.6920000000000001,0.8590000000000001,0.102,0.51,132.944
Lina,spotify:track:02BwlHD6hUNn3kzySLfqMq,Ne Me Quitte Pas (Don't Leave Me),47,168746,True,Ne Me Quitte Pas (Don't Leave Me),2020-01-10,0.617,0.5,6,-5.747000000000001,1,0.034,0.386,0.00521,0.107,0.516,90.02600000000001
Lina,spotify:track:3eoNUm0LU9hATVVi9w4fM6,Lost In Yesterday,0,249586,False,Lost In Yesterday,2020-01-08,0.569,0.84,1,-4.123,1,0.11800000000000001,0.0295,0.000118,0.0995,0.7490000000000001,183.05900000000003
Lina,spotify:track:50aTwBKhPD3D3BW04UtjmA,Guilty Conscience,53,213360,False,Guilty Conscience,2020-01-10,0.5479999999999999,0.655,7,-6.05,1,0.11,0.0047799999999999995,0.0,0.125,0.183,179.88400000000001
Lina,spotify:track:3ClBKQkKoaUQ6UOhe2xlJK,Good News,66,342040,False,Good News,2020-01-09,0.794,0.32,1,-12.92,0,0.17300000000000001,0.853,0.134,0.11199999999999999,0.24100000000000002,174.088
Lina,spotify:track:20MuVazoNMv6xjKPnRFOxG,WAKE UP,74,231963,True,ASTROWORLD,2018-08-03,0.741,0.645,11,-5.1160000000000005,0,0.0963,0.192,0.0,0.163,0.488,149.07
Lina,spotify:track:2WuzAwiZzest2eONspeXMA,Just,54,372555,False,Just EP,2015-06-22,0.7929999999999999,0.851,7,-6.303,1,0.0599,0.00010700000000000001,0.669,0.032,0.62,120.00200000000001
Lina,spotify:track:6sHsXIJoEN5JpdkGMQDJxt,The Boy Is Mine,69,294786,False,Never Say Never,1998-05-29,0.7040000000000001,0.7070000000000001,1,-6.537000000000001,0,0.0391,0.539,0.00106,0.318,0.7609999999999999,93.145
Lina,spotify:track:48JAAdtKgOQ4u4QRER6bJX,Goin' Crazy,52,294093,False,Natalie,2005-01-01,0.6,0.556,1,-7.294,1,0.026000000000000002,0.624,0.00735,0.0837,0.233,105.95700000000001
Lina,spotify:track:0ncKBXed6bqjse7FZJHydU,Stay,19,249960,False,Natalie,2005-01-01,0.6809999999999999,0.297,3,-7.778,0,0.0306,0.802,0.0,0.222,0.248,98.50200000000001
Lina,spotify:track:5aMY3ni10LaqUldipYyUSd,Where Are You,50,243333,False,Natalie,2005-01-01,0.6859999999999999,0.441,11,-7.81,1,0.0261,0.473,0.0,0.0883,0.593,93.98
Lina,spotify:track:6tBD4yjOf9P8rWwUlXdJFm,Have You Ever,61,273440,False,Never Say Never,1998-05-29,0.698,0.5329999999999999,2,-6.246,1,0.0437,0.542,0.0,0.33299999999999996,0.275,134.001
Lina,spotify:track:6LoQHIo74tOzQ8EsLEkhgF,Come & Get It,71,231986,False,Stars Dance (Bonus Track Version),2013-01-01,0.546,0.787,7,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,79.979
Lina,spotify:track:1oFiPGBafH9Woo9AMwgBSl,I'm Every Woman,69,247413,False,Chaka,1978-10-13,0.617,0.879,0,-7.564,0,0.0455,0.127,5.7100000000000006e-05,0.33899999999999997,0.746,114.45299999999999
Lina,spotify:track:56HHp4XoDpUvDVWI6heIfr,Ten Percent,0,427933,False,Ten Percent,1976,0.5329999999999999,0.9079999999999999,0,-8.687999999999999,1,0.13,0.0324,2.13e-05,0.0732,0.5589999999999999,121.541
Lina,spotify:track:3kOjVFw4sgfAl3BhPBQubG,Would You,0,153124,False,Volume 1,2018-11-02,0.71,0.19,4,-11.137,1,0.0401,0.6970000000000001,0.0,0.0788,0.495,105.14
Lina,spotify:track:70RK8WEbDBmekhXKtqI1Ej,Robin Hood (Mokita Remix),41,215384,False,Robin Hood (Mokita Remix),2019-06-21,0.653,0.355,1,-12.43,0,0.0456,0.317,3.85e-05,0.11599999999999999,0.406,155.988
Lina,spotify:track:2W8d6AkRCP2qD89z1zK5MJ,Plans (feat. Vory),52,138390,True,Head In The Clouds,2018-07-20,0.917,0.541,0,-8.345,1,0.0944,0.145,3.2500000000000004e-05,0.0409,0.752,101.005
Lina,spotify:track:4BokCZjL92n7h7Q1OaTGPf,Liar,53,236413,False,Liar,2016-12-16,0.376,0.355,4,-7.772,1,0.0407,0.597,0.0,0.11,0.37,98.23200000000001
Lina,spotify:track:360FnLgZGXLTy0twHgB2PS,Stuyvesant Phase,0,273548,False,NYMS1,2019-12-15,0.525,0.892,5,-9.613,0,0.045,0.6459999999999999,0.9229999999999999,0.0934,0.767,186.25799999999998
Lina,spotify:track:174rZBKJAqD10VBnOjlQQ3,How Do I Breathe,70,216893,False,Go,2007-12-11,0.684,0.455,5,-8.216000000000001,1,0.0307,0.215,1.08e-06,0.263,0.48700000000000004,97.956
Lina,spotify:track:1rsjEh7NopIh4Rx67P7ta6,Long Distance,45,226426,False,Human,2008-12-08,0.395,0.5,0,-6.111000000000001,1,0.0347,0.727,0.0,0.113,0.268,145.716
Lina,spotify:track:31er9IGsfFbwqy1pH4aiTP,I Have Nothing,75,289160,False,The Bodyguard - Original Soundtrack Album,1992-11-17,0.541,0.401,0,-10.499,1,0.0365,0.5760000000000001,0.0,0.16399999999999998,0.24,152.94299999999998
Lina,spotify:track:1jisR33Bck5thSyt75iR2c,Have You Ever? - Radio Edit,38,214573,False,The Best of Brandy,2005-04-05,0.677,0.478,9,-6.891,1,0.0448,0.595,0.0,0.298,0.23199999999999998,134.08
Lina,spotify:track:6nIcGJK6Pj1ThzC6r8O8hA,Leave (Get Out) - 2018,63,239560,False,JoJo (2018),2018-12-21,0.491,0.73,2,-4.399,0,0.0432,0.039,0.0,0.11199999999999999,0.461,87.098
Lina,spotify:track:7IljDTNkQEyy77CcaRbiAj,Endless Love (with Mariah Carey),63,259666,False,Songs,1994-09-20,0.231,0.47700000000000004,10,-7.747999999999999,1,0.028999999999999998,0.747,2.61e-06,0.122,0.235,95.969
Lina,spotify:track:6dZ6qWl1e9GsMndBG7vqB9,Unfoolish,62,194160,True,Ashanti,2002-01-01,0.701,0.6920000000000001,9,-4.67,0,0.115,0.6990000000000001,0.0,0.177,0.688,90.193
Lina,spotify:track:4YZaLNrZgiEztlf4TLMJuD,Weak - 2018,53,318320,False,JoJo (2018),2018-12-21,0.638,0.49700000000000005,10,-6.257000000000001,0,0.0368,0.0341,0.0,0.136,0.505,126.006
Lina,spotify:track:3hc7PLcmuZbJGPjhIore1i,Too Little Too Late - 2018,67,223533,False,The High Road (2018),2018-12-20,0.39399999999999996,0.821,6,-4.303999999999999,0,0.0404,0.00302,0.019,0.18600000000000003,0.509,82.764
Lina,spotify:track:7oeAmjYo4MJDklImlVSavw,Almost,56,221320,False,Between Friends,2006,0.8170000000000001,0.596,1,-6.426,0,0.065,0.235,0.0,0.389,0.809,130.102
Lina,spotify:track:4ZEfDHV29vbM5conksivxy,NINANO,37,191122,False,MINZY WORK 01 UNO,2017-04-17,0.764,0.784,9,-6.511,1,0.20800000000000002,0.0121,0.0,0.0778,0.37200000000000005,112.973
Lina,spotify:track:7pueMCX3VIGy3pM83PuCMz,Shameful 창피해,7,212964,False,Spring,2019-03-13,0.715,0.725,0,-4.9430000000000005,1,0.0511,0.0202,0.000206,0.239,0.529,120.01100000000001
Lina,spotify:track:47TqCCnEliDp8NRDyIQoQq,You Make Me Wanna...,68,219120,False,My Way,1997-09-16,0.7609999999999999,0.639,5,-7.577000000000001,0,0.0539,0.0359,0.0,0.0945,0.922,164.088
Lina,spotify:track:312WNtMs3F28cUukaPY9bo,American Teen,71,250746,False,American Teen,2017-04-27,0.6579999999999999,0.623,0,-6.934,1,0.0398,0.0683,0.0,0.321,0.207,100.436
Lina,spotify:track:3m2fuTHJMXCnxiIBilSQrE,JoJo's Bizarre Adventure: Golden Wind: Giorno's Theme: Il Vento D'Oro: Main Theme,51,259777,False,JoJo's Bizarre Adventure: Golden Wind: Giorno's Theme: Il Vento D'Oro: Main Theme,2019-10-18,0.547,0.7170000000000001,11,-11.532,1,0.0803,0.00156,0.825,0.134,0.611,135.02
Lina,spotify:track:2pSbGaFMqJFABUnPKhBeP4,ホログラム (第15〜26話OP),42,250608,False,熱烈!アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ「鋼の錬金術師FULLMETAL ALCHEMIST」 vol.1 [主題歌OP/ED 編],2015-03-18,0.43700000000000006,0.8859999999999999,7,-4.3919999999999995,1,0.0642,0.0136,0.0,0.35700000000000004,0.753,156.168
Lina,spotify:track:1CuefebBgws7i3xpkVPFbw,Period (第39〜50話OP),28,218267,False,熱烈!アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ「鋼の錬金術師FULLMETAL ALCHEMIST」 vol.1 [主題歌OP/ED 編],2015-03-18,0.501,0.782,1,-4.067,0,0.0298,0.000978,0.00112,0.0835,0.431,127.09200000000001
Lina,spotify:track:1i5oEx2vFczQ2sCY3c6Kn5,Love Hurts,60,233133,False,Hair Of The Dog,1975-01-01,0.485,0.32799999999999996,7,-11.853,1,0.0254,0.00596,0.0032,0.325,0.138,79.766
Lina,spotify:track:5cQB9fbuQCz4muQUFkv3rR,Serendipity (Full Length Edition),75,276707,False,Love Yourself 結 'Answer',2018-08-24,0.34700000000000003,0.578,8,-7.525,1,0.0626,0.445,0.0,0.231,0.226,86.73
Lina,spotify:track:07IlTJZln2vfZtJ7vR4IMf,Adios,60,200500,False,Departure,2019-10-29,0.631,0.7090000000000001,3,-3.279,1,0.0698,0.285,0.0,0.23600000000000002,0.525,77.539
Lina,spotify:track:5JXiWu9sTkRyOEyC1OQeJM,It Might Be You,43,260506,False,The Promise,2013-07-30,0.848,0.449,7,-8.92,1,0.0366,0.595,6.39e-05,0.165,0.655,88.03200000000001
Lina,spotify:track:1ghlpxVfPbFH2jenrv9vVw,Duel of the Fates,64,254346,False,Star Wars: The Phantom Menace (Original Motion Picture Soundtrack),1999-05-04,0.47100000000000003,0.41100000000000003,2,-15.755,1,0.040999999999999995,0.733,0.853,0.28,0.282,79.986
Lina,spotify:track:3hQ3u1yJvWKCOZzUHVzYxS,4 Seasons Of Loneliness,0,292400,False,Evolution,1997-03-23,0.5920000000000001,0.489,1,-10.509,1,0.0385,0.8059999999999999,1.25e-05,0.11599999999999999,0.196,98.47
Lina,spotify:track:6MlM7j7otOKpa0jFi8htxm,Everlasting Love,45,288373,False,Ask Rufus,1977-01-01,0.618,0.368,8,-16.462,0,0.0363,0.769,0.0113,0.122,0.769,164.87099999999998
Lina,spotify:track:5spAjqC772iC2KzDvEkmSr,A Song for You,64,325946,False,Donny Hathaway,1971,0.332,0.22,5,-13.157,1,0.036000000000000004,0.821,0.000205,0.245,0.0719,100.196
Lina,spotify:track:2yOm4lN7aTygtXanJFNFWU,"Any Time, Any Place",60,428200,False,Janet,1993-05-18,0.5710000000000001,0.23199999999999998,10,-11.309000000000001,1,0.0699,0.604,0.000246,0.11900000000000001,0.207,128.785
Lina,spotify:track:6AgDFWLbbAt2migXMbrhXT,Ready Or Not,55,275826,False,After 7,1989-01-01,0.733,0.5660000000000001,8,-12.06,0,0.039,0.0966,0.0,0.07400000000000001,0.775,141.94
Lina,spotify:track:5UqivtkoiPTXrJu6GIt1mh,No Right To Love You - Acoustic,3,229557,False,No Right To Love You (Acoustic),2018-05-18,0.531,0.26899999999999996,1,-10.6,1,0.0406,0.866,0.0,0.11599999999999999,0.52,84.186
Lina,spotify:track:7aQjPecQdIuNd1sz3KCDhD,Lovefool,73,193953,False,First Band On The Moon (Remastered),1996-01-01,0.7040000000000001,0.636,9,-6.029,1,0.0252,0.0344,0.0,0.35,0.89,111.845
Lina,spotify:track:6a5jHgwqYMk9wlYJYfs3c9,Can We Talk,65,284586,False,The Best of Tevin Campbell,2001,0.6579999999999999,0.711,2,-7.4239999999999995,0,0.0425,0.0759,1.77e-05,0.0446,0.614,172.365
Lina,spotify:track:4L46sysb98XMHmAur6VerM,His Eye Is On The Sparrow,38,213106,False,Sparkle: Original Motion Picture Soundtrack,2012-07-27,0.37,0.299,6,-10.012,1,0.0368,0.9620000000000001,0.00139,0.201,0.303,112.037
Lina,spotify:track:5cJkLR7M84R92ZDH7cHYQS,I'm Missing U,43,258336,False,What About Bob?,2008,0.856,0.429,11,-6.9639999999999995,1,0.0586,0.195,6.66e-06,0.0453,0.51,116.073
Lina,spotify:track:0qKKE7sLRt9jqG0b04w7Es,No Ordinary Love,52,245400,False,Jennifer Love Hewitt,1996-09-03,0.614,0.474,7,-9.007,1,0.033,0.49200000000000005,0.0,0.0877,0.20600000000000002,120.085
Lina,spotify:track:3JmUG6cpImbmpU4oIJiCPm,Moving On,38,264200,False,Toya,2001-07-09,0.693,0.599,0,-6.643,1,0.0256,0.32799999999999996,6.52e-06,0.16699999999999998,0.753,131.977
